Customer_ID,Branch,City,Gender,Age,Profession,Account_Type,Account_Balance,Transaction_ID,Transaction_Type,Transaction_Amount,Transaction_Channel,Transaction_Date,Loan_Type,Loan_Amount,Credit_Score,Card_Type,Internet_Banking,Mobile_Banking,Customer_Since_Year,Last_Login_Days_Ago
105182,Kolkata,Ghaziabad,Female,24,Retired,Savings,362525.85,505182,Deposit,178714.45,ATM,44932,Personal Loan,962565.36,805,Credit,No,No,2006,44
105183,Kolkata,Ghaziabad,Female,19,Business,Salary,360068.69,505183,Deposit,39534.74,Branch,45035,Personal Loan,1214154.39,422,Credit,No,No,2014,33
105184,Mumbai,Pune,Female,19,Retired,Salary,386290.12,505184,Transfer,135293.31,ATM,45373,Education Loan,222450.77,569,Debit,No,No,2016,83
105185,Kolkata,Noida,Male,64,Business,Current,446194.89,505185,Withdrawal,18709.47,Mobile App,44571,Car Loan,1942582.07,501,None,No,Yes,2019,82
105186,Bangalore,Delhi,Female,22,Retired,Savings,76864.1,505186,Deposit,109204.74,Mobile App,45204,Car Loan,1428882.98,392,Credit,Yes,No,2018,116
105187,Mumbai,Bangalore,Male,30,Retired,Current,478415.37,505187,Payment,135247.36,ATM,45246,Home Loan,570160.08,775,Credit,Yes,Yes,2009,7
105188,Delhi,Faridabad,Male,36,Student,Current,499262.68,505188,Payment,134211.87,Branch,44797,Home Loan,1778984.92,895,Debit,No,No,2019,74
105189,Delhi,Gurgaon,Male,36,Self-Employed,Current,8228.79,505189,Deposit,147675.17,Branch,45019,Education Loan,905687.14,320,None,Yes,No,2010,95
105190,Mumbai,Faridabad,Female,64,Self-Employed,Current,46560.51,505190,Withdrawal,83533.02,Branch,45265,Personal Loan,372115.71,370,Debit,No,Yes,2017,66
105191,Kolkata,Delhi,Male,18,Business,Current,217542.15,505191,Withdrawal,152029.22,Mobile App,44770,None,861240.62,686,None,Yes,No,2020,57
105192,Kolkata,Noida,Female,52,Salaried,Savings,18174.45,505192,Deposit,94631.6,Online,45206,Car Loan,638637.13,602,None,Yes,Yes,2006,50
105193,Delhi,Delhi,Male,35,Student,Salary,367713.82,505193,Deposit,64651.48,Mobile App,45127,Education Loan,1416849.95,518,None,Yes,No,2009,103
105194,Bangalore,Gurgaon,Female,66,Retired,Savings,325714.33,505194,Withdrawal,64458.83,Branch,45045,None,42530.28,828,Debit,No,Yes,2012,39
105195,Hyderabad,Faridabad,Male,49,Student,Savings,388152.56,505195,Payment,35216.66,Mobile App,45182,Education Loan,1760375.56,355,Debit,Yes,Yes,2014,18
105196,Kolkata,Ghaziabad,Female,49,Salaried,Current,499209.95,505196,Deposit,144143.23,ATM,45183,Personal Loan,864677.26,803,Credit,No,No,2010,62
105197,Bangalore,Delhi,Female,25,Student,Salary,466774.8,505197,Transfer,31609.71,Mobile App,44641,None,225871.47,386,Credit,Yes,No,2023,89
105198,Pune,Bangalore,Male,28,Salaried,Savings,150624.82,505198,Deposit,127278.94,ATM,44618,Car Loan,1535732.15,390,None,Yes,Yes,2021,51
105199,Kolkata,Mumbai,Male,37,Salaried,Savings,198835.68,505199,Deposit,133105.73,Mobile App,45396,Education Loan,1976605.22,402,Credit,No,Yes,2011,3
105200,Hyderabad,Noida,Female,25,Salaried,Salary,388207.6,505200,Transfer,57398.32,Mobile App,45071,Education Loan,1805467.65,585,None,Yes,No,2020,99
105201,Mumbai,Noida,Female,45,Salaried,Savings,194687.64,505201,Withdrawal,97777,Mobile App,44888,Home Loan,329408.43,648,None,Yes,Yes,2008,88
105202,Chennai,Faridabad,Female,38,Salaried,Salary,349618.66,505202,Withdrawal,134217.46,Branch,45158,Personal Loan,433220.05,848,Debit,No,No,2023,32
105203,Delhi,Ghaziabad,Female,55,Retired,Savings,459392.68,505203,Withdrawal,135.01,ATM,44993,Education Loan,1975385.31,684,None,Yes,Yes,2021,77
105204,Mumbai,Gurgaon,Female,55,Student,Current,203532.95,505204,Deposit,55020.51,Mobile App,44650,Car Loan,405497.53,609,Debit,No,No,2023,70
105205,Kolkata,Ghaziabad,Female,23,Self-Employed,Salary,280698.99,505205,Withdrawal,75989.62,Branch,44982,None,603383.19,324,None,No,Yes,2021,25
105206,Hyderabad,Bangalore,Male,19,Self-Employed,Savings,420889.01,505206,Transfer,186177.52,Mobile App,44828,Home Loan,1245673.34,709,None,No,Yes,2009,15
105207,Delhi,Faridabad,Male,27,Retired,Savings,239357.29,505207,Transfer,92900.93,Online,44632,None,582705.54,594,None,No,No,2015,50
105208,Chennai,Ghaziabad,Female,59,Business,Salary,145276.66,505208,Deposit,101445.91,ATM,44711,None,762732.71,708,Credit,Yes,No,2020,11
105209,Chennai,Faridabad,Male,26,Salaried,Salary,129826.34,505209,Withdrawal,132858.21,Branch,45405,Home Loan,1482545.3,654,None,Yes,No,2014,94
105210,Hyderabad,Ghaziabad,Female,20,Student,Salary,36870.02,505210,Withdrawal,90352.45,ATM,45083,Education Loan,1186623.71,306,Credit,No,Yes,2023,87
105211,Hyderabad,Delhi,Male,19,Salaried,Salary,165850.86,505211,Transfer,86533.68,Branch,44671,Personal Loan,1620287.81,406,None,No,No,2005,7
105212,Kolkata,Noida,Female,53,Salaried,Salary,343243.75,505212,Withdrawal,194878.28,Branch,44644,Personal Loan,1550963.01,346,Debit,Yes,Yes,2006,100
105213,Delhi,Faridabad,Female,25,Self-Employed,Salary,30361.94,505213,Transfer,162482.96,Mobile App,45179,None,1598540.63,810,Credit,Yes,No,2007,11
105214,Pune,Faridabad,Male,26,Salaried,Current,137871.3,505214,Deposit,140382.3,Mobile App,44769,None,355651.37,511,Credit,Yes,Yes,2014,35
105215,Pune,Noida,Male,43,Student,Current,56689.21,505215,Transfer,96159.48,Online,44744,Personal Loan,513895.65,446,None,No,Yes,2014,77
105216,Kolkata,Mumbai,Male,51,Student,Salary,202834.54,505216,Withdrawal,69327.39,Branch,44881,Car Loan,365141.7,461,Credit,No,Yes,2020,82
105217,Chennai,Mumbai,Female,65,Self-Employed,Savings,47601.66,505217,Transfer,118421.18,ATM,45397,Car Loan,245264.72,431,Credit,No,Yes,2020,107
105218,Mumbai,Gurgaon,Male,47,Retired,Current,373279.4,505218,Withdrawal,89297.71,Branch,44695,None,1700569.33,544,None,No,No,2014,73
105219,Mumbai,Faridabad,Female,55,Self-Employed,Current,464084.15,505219,Payment,93371.29,Online,44567,Personal Loan,7639.96,791,Debit,No,Yes,2016,79
105220,Bangalore,Delhi,Male,25,Self-Employed,Savings,96973.94,505220,Deposit,44398.41,ATM,44579,Home Loan,1255027.69,577,Debit,Yes,Yes,2012,110
105221,Chennai,Ghaziabad,Male,20,Salaried,Current,126038.23,505221,Payment,158275.71,Online,44852,Education Loan,1745765.5,506,Credit,No,Yes,2013,74
105222,Pune,Delhi,Male,28,Business,Current,80917.31,505222,Transfer,158236.22,Mobile App,45113,Home Loan,334991.66,777,Credit,No,No,2007,106
105223,Pune,Faridabad,Female,42,Retired,Salary,94527.79,505223,Payment,60254.48,ATM,44674,Car Loan,1863276.3,839,Debit,Yes,No,2012,47
105224,Chennai,Gurgaon,Female,69,Retired,Current,156471.73,505224,Deposit,57895.34,Branch,44972,Car Loan,1914951.22,341,Debit,Yes,Yes,2019,32
105225,Kolkata,Bangalore,Male,22,Retired,Current,141304.26,505225,Deposit,55682.32,ATM,45332,Car Loan,1161601.63,771,Credit,No,Yes,2022,100
105226,Bangalore,Bangalore,Female,29,Salaried,Current,193199.99,505226,Transfer,32613.27,Mobile App,45207,None,1334261.86,477,None,No,No,2023,7
105227,Hyderabad,Bangalore,Female,47,Self-Employed,Salary,262946.46,505227,Payment,171658.47,ATM,44590,None,373259.25,504,None,Yes,No,2020,26
105228,Bangalore,Faridabad,Male,44,Salaried,Savings,364039.56,505228,Transfer,53189.85,Mobile App,45310,Home Loan,1968285.21,311,Debit,No,No,2021,29
105229,Delhi,Bangalore,Male,60,Student,Savings,442359.86,505229,Transfer,139761.27,Mobile App,44781,Home Loan,1478936.53,734,None,Yes,No,2012,11
105230,Kolkata,Gurgaon,Male,22,Business,Savings,230230.32,505230,Deposit,20022.29,Online,44781,Home Loan,1032437.12,665,Debit,No,Yes,2013,91
105231,Hyderabad,Noida,Male,37,Business,Savings,454577.73,505231,Transfer,147102.81,Mobile App,44744,Car Loan,1001958.78,597,Credit,No,No,2021,12
105232,Hyderabad,Ghaziabad,Female,69,Salaried,Current,340198.25,505232,Withdrawal,29546.51,Branch,45261,Education Loan,1235956.71,736,Credit,No,No,2016,72
105233,Pune,Bangalore,Male,38,Self-Employed,Salary,364725.49,505233,Withdrawal,31845.76,ATM,44907,Education Loan,372386.54,795,Debit,No,No,2009,106
105234,Mumbai,Bangalore,Female,20,Retired,Salary,261599.53,505234,Withdrawal,166323.15,ATM,45133,Personal Loan,1194034.76,482,Credit,No,No,2010,88
105235,Delhi,Bangalore,Male,58,Student,Current,262086.77,505235,Withdrawal,58254.77,Branch,44645,Personal Loan,139834.59,825,Debit,No,Yes,2018,24
105236,Bangalore,Delhi,Male,67,Student,Savings,266454.57,505236,Deposit,34560,ATM,44961,Car Loan,1209591.39,401,None,Yes,No,2007,43
105237,Mumbai,Gurgaon,Male,61,Business,Salary,246496.91,505237,Deposit,107424.86,Mobile App,44766,Personal Loan,1149442.27,591,Debit,No,No,2006,79
105238,Chennai,Delhi,Male,21,Self-Employed,Current,229980.38,505238,Payment,15064.25,Mobile App,45233,Education Loan,715169.23,810,None,Yes,No,2023,73
105239,Kolkata,Pune,Male,41,Retired,Current,387505.35,505239,Deposit,142113.44,ATM,45145,None,180533.52,885,Credit,No,Yes,2016,88
105240,Bangalore,Noida,Male,24,Business,Current,194453.27,505240,Withdrawal,168284.85,Online,45135,Car Loan,1100279.8,441,None,Yes,Yes,2017,5
105241,Chennai,Faridabad,Female,41,Self-Employed,Current,104160.79,505241,Deposit,49755.66,Mobile App,44853,None,874988.92,892,Debit,Yes,Yes,2017,39
105242,Hyderabad,Gurgaon,Female,69,Retired,Salary,68649.07,505242,Deposit,139629.93,ATM,44805,Personal Loan,624767.06,301,Debit,Yes,No,2013,58
105243,Pune,Ghaziabad,Female,28,Salaried,Current,439910.22,505243,Withdrawal,10853.05,ATM,45340,None,856020.39,380,Debit,Yes,Yes,2013,30
105244,Bangalore,Pune,Female,19,Self-Employed,Salary,431578.79,505244,Transfer,95656.81,ATM,45342,Home Loan,121847.42,603,None,Yes,Yes,2009,0
105245,Mumbai,Gurgaon,Female,61,Student,Current,122577.71,505245,Deposit,190394.41,Branch,45439,Car Loan,170477.1,545,None,No,No,2021,13
105246,Delhi,Mumbai,Female,58,Self-Employed,Current,59984.23,505246,Deposit,107658.62,ATM,44934,Car Loan,288656.44,455,Debit,Yes,Yes,2016,115
105247,Mumbai,Faridabad,Female,23,Self-Employed,Salary,480269,505247,Payment,82215.38,ATM,45060,Personal Loan,1106879.78,317,None,No,No,2011,77
105248,Kolkata,Faridabad,Male,24,Self-Employed,Current,241526.43,505248,Transfer,1271.72,ATM,45102,Education Loan,566219.13,613,Credit,Yes,Yes,2014,77
105249,Pune,Ghaziabad,Female,55,Retired,Savings,47595.2,505249,Deposit,51259.34,ATM,44999,None,470229.38,694,Credit,Yes,Yes,2008,112
105250,Kolkata,Ghaziabad,Male,35,Retired,Salary,108438.68,505250,Withdrawal,85753.98,Online,44746,None,1260971.77,462,Credit,No,No,2016,46
105251,Bangalore,Noida,Female,62,Salaried,Salary,352175.61,505251,Transfer,75547.54,Branch,44723,None,1193666.6,638,Credit,No,Yes,2021,95
105252,Mumbai,Pune,Female,26,Salaried,Current,41576.84,505252,Deposit,87847.67,ATM,44897,None,676469.35,475,None,Yes,Yes,2012,116
105253,Delhi,Pune,Male,45,Retired,Salary,217098.99,505253,Deposit,4827.37,Branch,45243,Personal Loan,1874374.92,371,Credit,Yes,No,2018,54
105254,Hyderabad,Delhi,Male,36,Retired,Salary,214363.92,505254,Payment,106295.38,ATM,45104,None,796353.67,486,Debit,Yes,No,2022,88
105255,Kolkata,Bangalore,Male,21,Business,Savings,343153.4,505255,Payment,50344.11,Mobile App,44930,Home Loan,379092.55,551,Debit,No,No,2007,15
105256,Delhi,Gurgaon,Male,21,Self-Employed,Salary,100502.49,505256,Deposit,80180.07,ATM,44935,None,1777514.48,471,Credit,No,Yes,2011,51
105257,Chennai,Noida,Male,30,Self-Employed,Savings,491901.59,505257,Payment,177294.63,ATM,45228,Home Loan,1404266.83,606,Credit,No,Yes,2010,112
105258,Bangalore,Delhi,Female,45,Student,Salary,78484.24,505258,Payment,165638.64,Online,44940,None,1497794.44,549,Debit,Yes,Yes,2006,73
105259,Delhi,Pune,Male,28,Retired,Savings,299584.8,505259,Deposit,79653.66,Online,45380,Education Loan,1697929.13,797,None,No,No,2006,52
105260,Bangalore,Bangalore,Male,19,Retired,Salary,164723.03,505260,Withdrawal,10906.29,Online,45250,None,1592370.74,408,Debit,No,No,2005,111
105261,Chennai,Bangalore,Male,23,Salaried,Salary,67307.16,505261,Payment,177790.93,Branch,45294,Car Loan,1695558.73,625,Debit,No,No,2022,47
105262,Delhi,Noida,Female,29,Salaried,Savings,269902.89,505262,Transfer,79858.5,Branch,44648,None,455325.63,690,Credit,Yes,No,2008,13
105263,Pune,Mumbai,Male,57,Self-Employed,Savings,85587.27,505263,Payment,95961.46,Online,45184,Education Loan,1231615.11,527,Credit,Yes,Yes,2016,89
105264,Delhi,Ghaziabad,Male,54,Self-Employed,Savings,340244.5,505264,Withdrawal,17230.47,Branch,45037,None,1351405.24,754,Credit,Yes,Yes,2008,40
105265,Hyderabad,Ghaziabad,Male,41,Retired,Salary,17183.01,505265,Withdrawal,138538.99,ATM,44663,Education Loan,585404.58,301,Debit,Yes,Yes,2013,95
105266,Chennai,Faridabad,Female,69,Self-Employed,Current,255686.9,505266,Deposit,142452.96,Online,44891,Home Loan,1988563.24,750,Credit,Yes,Yes,2018,48
105267,Pune,Bangalore,Male,26,Retired,Current,110272.45,505267,Deposit,81792.61,ATM,45291,Personal Loan,1614523.77,784,None,No,Yes,2009,104
105268,Pune,Gurgaon,Female,43,Student,Salary,475047.28,505268,Deposit,177787.46,ATM,45008,Personal Loan,1829256.6,640,Credit,Yes,No,2019,50
105269,Mumbai,Gurgaon,Female,21,Student,Salary,355555.41,505269,Transfer,9821.94,Online,45160,Home Loan,304195.42,518,Credit,Yes,Yes,2015,11
105270,Delhi,Gurgaon,Male,58,Business,Savings,377885.66,505270,Withdrawal,61577.35,Online,44664,None,75448.37,454,Credit,No,Yes,2021,8
105271,Hyderabad,Noida,Female,61,Salaried,Savings,352969.72,505271,Withdrawal,41449.66,Online,45155,Car Loan,57190.74,429,Debit,No,No,2007,81
105272,Delhi,Noida,Female,21,Business,Savings,333281.83,505272,Withdrawal,139611.52,ATM,44693,Car Loan,1733417.67,869,Credit,No,No,2011,65
105273,Hyderabad,Gurgaon,Female,66,Student,Current,69885.95,505273,Transfer,41013.13,ATM,45062,Education Loan,1092809.47,499,Credit,No,Yes,2019,4
105274,Pune,Faridabad,Female,69,Self-Employed,Salary,498716.75,505274,Payment,140574.78,Mobile App,45002,None,615428.06,812,None,No,No,2010,65
105275,Kolkata,Delhi,Female,51,Salaried,Salary,329030.42,505275,Payment,159331.93,ATM,45185,Education Loan,1611154.6,863,Debit,Yes,No,2008,85
105276,Pune,Mumbai,Female,39,Salaried,Current,448792.14,505276,Deposit,156669.21,Online,45340,None,1288118.66,730,Debit,Yes,No,2018,1
105277,Mumbai,Noida,Male,30,Business,Savings,252399.2,505277,Payment,5707.6,Branch,45113,None,1238258.85,651,None,No,No,2021,65
105278,Delhi,Gurgaon,Female,32,Salaried,Savings,143699.58,505278,Deposit,186109.68,ATM,45369,None,1595160.72,526,Credit,No,Yes,2010,114
105279,Chennai,Ghaziabad,Female,57,Student,Savings,219177.45,505279,Transfer,142955.79,Online,44568,Car Loan,938372.59,765,None,Yes,No,2022,88
105280,Bangalore,Noida,Male,55,Self-Employed,Savings,200180.56,505280,Transfer,162576.23,Online,45039,Education Loan,323527.13,589,Debit,No,No,2015,20
105281,Chennai,Delhi,Female,58,Business,Current,8963.73,505281,Payment,129184.55,Online,45180,Home Loan,1835237.13,528,Credit,Yes,Yes,2023,27
105282,Mumbai,Noida,Male,60,Self-Employed,Savings,337794.13,505282,Deposit,105871.72,Branch,44567,Home Loan,1730533.76,666,Credit,Yes,Yes,2021,58
105283,Kolkata,Delhi,Male,61,Business,Savings,369086.02,505283,Payment,128971.13,Branch,45114,Personal Loan,497262.96,508,Credit,Yes,No,2006,44
105284,Kolkata,Delhi,Female,19,Retired,Current,21415.48,505284,Payment,72090.6,Mobile App,45297,Car Loan,657743.79,739,None,No,No,2011,75
105285,Kolkata,Noida,Female,19,Salaried,Savings,123725.74,505285,Payment,91617.28,ATM,44598,Home Loan,1640281.76,881,None,Yes,Yes,2017,51
105286,Hyderabad,Delhi,Female,60,Retired,Current,332553.72,505286,Withdrawal,142514.87,Branch,45444,Home Loan,1944477.54,681,Debit,No,Yes,2019,44
105287,Chennai,Bangalore,Male,25,Salaried,Savings,161625.5,505287,Deposit,133562.22,Mobile App,44778,Education Loan,1550877.84,490,Credit,Yes,No,2010,29
105288,Bangalore,Noida,Female,55,Retired,Salary,466991.06,505288,Transfer,118747.37,Online,45147,Personal Loan,104712.02,451,Credit,Yes,Yes,2009,76
105289,Pune,Noida,Male,35,Self-Employed,Savings,57185.33,505289,Transfer,9937.86,Mobile App,45092,Education Loan,816607.37,650,None,Yes,Yes,2010,88
105290,Pune,Faridabad,Female,46,Student,Salary,464115.37,505290,Payment,57630.05,Mobile App,45397,Car Loan,1552156.41,502,Credit,No,Yes,2016,67
105291,Bangalore,Ghaziabad,Female,28,Business,Current,457065.75,505291,Deposit,120733.24,Mobile App,44877,Education Loan,931978.41,625,Debit,Yes,No,2009,14
105292,Pune,Bangalore,Female,23,Salaried,Savings,477927.03,505292,Payment,92777.84,ATM,44782,None,1351791.29,587,Debit,Yes,No,2013,31
105293,Hyderabad,Mumbai,Male,26,Business,Savings,39536.63,505293,Payment,67682.72,Branch,44898,Education Loan,72700.29,466,None,Yes,Yes,2013,0
105294,Delhi,Bangalore,Male,39,Student,Savings,136928.31,505294,Payment,143433.33,Branch,45427,Car Loan,423277.42,789,Debit,No,No,2019,56
105295,Hyderabad,Delhi,Female,63,Retired,Salary,126408.65,505295,Withdrawal,77467.24,Online,45143,Personal Loan,1518104.5,584,Debit,Yes,No,2015,91
105296,Bangalore,Bangalore,Male,68,Self-Employed,Savings,442761.57,505296,Transfer,181692.17,Mobile App,45303,Education Loan,385123.14,750,Credit,No,Yes,2016,53
105297,Bangalore,Noida,Female,42,Business,Current,403780.96,505297,Transfer,106385.71,Mobile App,44660,Home Loan,1942412.04,411,Credit,Yes,Yes,2007,21
105298,Delhi,Delhi,Male,48,Retired,Savings,80288.47,505298,Payment,96753.47,Online,45013,Car Loan,733409.07,459,None,No,No,2023,30
105299,Chennai,Noida,Male,38,Salaried,Current,71597.5,505299,Transfer,67505.47,Branch,45242,Home Loan,388492.24,532,None,No,No,2015,94
105300,Chennai,Mumbai,Female,55,Business,Salary,237591.47,505300,Deposit,26932.91,ATM,44690,Education Loan,388668.28,805,Debit,Yes,No,2015,7
105301,Mumbai,Pune,Female,69,Business,Current,87496.39,505301,Deposit,2020.57,Online,44641,Personal Loan,350145.57,835,None,Yes,Yes,2023,95
105302,Chennai,Noida,Male,36,Salaried,Salary,238474.34,505302,Transfer,135410.46,Online,44650,Personal Loan,694877.3,716,None,Yes,No,2012,91
105303,Kolkata,Noida,Male,27,Student,Salary,422502.61,505303,Payment,13168.47,ATM,44601,Education Loan,1163218.15,522,None,Yes,Yes,2009,76
105304,Kolkata,Ghaziabad,Male,63,Retired,Salary,250457.21,505304,Payment,65075.03,Branch,44821,Car Loan,1766269.6,708,Debit,No,Yes,2009,62
105305,Mumbai,Delhi,Female,54,Business,Current,362498.14,505305,Deposit,175139.46,Online,45254,None,1867032.64,756,Debit,No,Yes,2006,98
105306,Bangalore,Ghaziabad,Female,29,Retired,Current,125785.83,505306,Withdrawal,95669,Mobile App,45387,Education Loan,1199746.41,323,Debit,Yes,Yes,2022,14
105307,Mumbai,Bangalore,Male,36,Self-Employed,Current,133628.03,505307,Deposit,176685.05,ATM,45347,Education Loan,1265621.58,881,Debit,Yes,Yes,2016,76
105308,Delhi,Bangalore,Female,19,Retired,Savings,297297.8,505308,Transfer,12397.69,Branch,44680,Personal Loan,1041886.17,353,None,Yes,Yes,2006,92
105309,Mumbai,Ghaziabad,Male,32,Retired,Current,426362.47,505309,Payment,168693.14,Online,44803,Education Loan,673379.27,737,Credit,No,No,2017,46
105310,Mumbai,Bangalore,Female,55,Salaried,Salary,266023.96,505310,Withdrawal,186303.83,ATM,44840,Education Loan,1067906.11,412,Debit,Yes,No,2009,55
105311,Hyderabad,Pune,Female,25,Retired,Current,99942.36,505311,Deposit,182733.38,Mobile App,44925,Personal Loan,330988.12,339,None,No,Yes,2019,107
105312,Kolkata,Bangalore,Male,63,Student,Salary,109698.02,505312,Transfer,67370.28,Mobile App,45142,Personal Loan,645585.73,806,Credit,Yes,No,2005,93
105313,Delhi,Pune,Female,52,Retired,Current,308890.42,505313,Transfer,19113.38,Branch,44792,Car Loan,399097.98,825,None,No,No,2021,112
105314,Hyderabad,Ghaziabad,Male,55,Self-Employed,Current,52593.22,505314,Payment,183023.03,ATM,44672,Home Loan,1679647.97,514,Credit,Yes,No,2020,63
105315,Delhi,Ghaziabad,Female,60,Retired,Salary,33673.08,505315,Payment,31556.12,ATM,44642,Education Loan,326037.41,610,None,No,Yes,2008,23
105316,Mumbai,Faridabad,Male,47,Salaried,Current,52293.62,505316,Withdrawal,109245.76,ATM,44737,None,1493877.15,351,Credit,Yes,No,2005,14
105317,Hyderabad,Delhi,Female,26,Self-Employed,Savings,196779.9,505317,Payment,81550.18,Mobile App,45086,None,132770.81,363,Credit,Yes,Yes,2015,103
105318,Hyderabad,Delhi,Female,47,Salaried,Savings,177830.74,505318,Deposit,191575.2,Branch,45141,Education Loan,1319434.92,489,None,No,Yes,2007,30
105319,Delhi,Noida,Female,66,Student,Salary,2071.15,505319,Deposit,83246.55,Mobile App,45259,Education Loan,1531199.66,320,Debit,Yes,Yes,2013,88
105320,Delhi,Delhi,Male,36,Student,Salary,81674.36,505320,Payment,74125.06,Mobile App,45052,Personal Loan,201183.11,582,Debit,No,No,2007,63
105321,Chennai,Mumbai,Male,46,Salaried,Salary,174408.54,505321,Payment,117402.02,Branch,45295,Car Loan,1544046.63,802,Debit,Yes,No,2015,39
105322,Pune,Ghaziabad,Female,19,Student,Savings,215550.35,505322,Deposit,105597.35,Mobile App,45145,Car Loan,1171854.5,585,Credit,Yes,Yes,2006,82
105323,Delhi,Gurgaon,Female,45,Salaried,Salary,201746.32,505323,Deposit,90480.35,Branch,44887,Personal Loan,1372315.12,896,None,No,Yes,2022,38
105324,Hyderabad,Pune,Male,25,Business,Salary,160489.4,505324,Withdrawal,100567.67,Branch,44757,None,1446533.85,642,Debit,No,Yes,2012,55
105325,Bangalore,Delhi,Male,42,Retired,Savings,406148.77,505325,Transfer,19779.65,Online,44779,Home Loan,326429.7,832,Debit,Yes,Yes,2005,8
105326,Delhi,Pune,Female,27,Business,Salary,208594.14,505326,Transfer,186989.47,Mobile App,45321,None,1595829.37,884,None,No,No,2014,1
105327,Kolkata,Pune,Female,39,Student,Current,322592.06,505327,Transfer,50146.71,Branch,45418,None,1563710.21,716,Debit,No,No,2005,46
105328,Chennai,Gurgaon,Male,52,Salaried,Current,416414.34,505328,Deposit,114070.4,ATM,44838,Home Loan,1293682.04,483,None,No,Yes,2011,73
105329,Kolkata,Bangalore,Male,59,Salaried,Current,427005.76,505329,Deposit,7192.12,Branch,45358,Home Loan,1009468.92,536,Debit,No,No,2010,59
105330,Pune,Pune,Male,41,Salaried,Current,428651.14,505330,Deposit,59204.31,ATM,45019,Car Loan,1699813.89,808,None,Yes,Yes,2006,13
105331,Kolkata,Mumbai,Female,43,Salaried,Savings,247828.98,505331,Deposit,137771.49,Branch,45001,Home Loan,1761387.32,382,None,No,No,2014,63
105332,Bangalore,Faridabad,Female,48,Retired,Current,330999.29,505332,Transfer,91527.03,Online,44645,Personal Loan,669595.67,893,None,No,No,2015,109
105333,Chennai,Noida,Male,40,Self-Employed,Current,158020.85,505333,Transfer,146060.27,Online,45243,Home Loan,1065790.68,550,Credit,Yes,Yes,2016,46
105334,Pune,Noida,Male,19,Business,Savings,431060.22,505334,Withdrawal,31166.89,Branch,44645,None,899646.11,741,None,No,No,2008,1
105335,Mumbai,Noida,Female,56,Student,Savings,107441.54,505335,Withdrawal,197615.02,Online,44906,Personal Loan,850326.46,613,None,Yes,No,2022,98
105336,Hyderabad,Faridabad,Female,50,Salaried,Savings,394064.69,505336,Deposit,89200.57,ATM,44952,Home Loan,1655722.77,605,Debit,Yes,Yes,2010,48
105337,Hyderabad,Ghaziabad,Female,41,Business,Current,235423.88,505337,Withdrawal,107803.92,Online,45206,Car Loan,1327099.74,831,Debit,Yes,Yes,2014,10
105338,Delhi,Pune,Female,29,Self-Employed,Salary,150094.75,505338,Transfer,51590.76,Online,44824,Car Loan,947797.85,763,Debit,Yes,No,2023,21
105339,Hyderabad,Gurgaon,Male,54,Business,Salary,190449.47,505339,Transfer,67895.58,ATM,45120,None,1576984.98,464,None,No,No,2015,8
105340,Bangalore,Delhi,Female,26,Student,Current,294546.48,505340,Transfer,130952.15,ATM,45229,Education Loan,1886215.82,379,Debit,No,No,2006,48
105341,Hyderabad,Ghaziabad,Female,61,Salaried,Salary,465061.74,505341,Transfer,68411.2,Mobile App,45026,None,815356.61,886,Credit,Yes,No,2021,44
105342,Bangalore,Noida,Female,60,Student,Salary,49673.95,505342,Payment,143737.73,Online,44844,Home Loan,270804.97,569,Credit,Yes,No,2017,114
105343,Mumbai,Bangalore,Male,61,Salaried,Savings,459819.21,505343,Deposit,57243.21,ATM,45027,None,1839589.6,513,None,Yes,No,2009,41
105344,Bangalore,Noida,Male,20,Self-Employed,Current,408038.55,505344,Deposit,153115.23,Online,44645,Personal Loan,1914715.86,338,Debit,Yes,No,2016,43
105345,Mumbai,Pune,Male,61,Student,Current,294074.4,505345,Payment,135025.05,Branch,44947,None,818217.53,568,None,No,Yes,2014,63
105346,Mumbai,Ghaziabad,Female,40,Business,Salary,66044.51,505346,Withdrawal,42498.87,Mobile App,44798,Car Loan,1296806.23,496,None,No,Yes,2014,61
105347,Mumbai,Gurgaon,Female,41,Self-Employed,Current,406415.18,505347,Deposit,10101.73,Online,45223,Personal Loan,180942.48,449,Debit,Yes,No,2022,69
105348,Bangalore,Ghaziabad,Female,50,Student,Savings,345625.31,505348,Withdrawal,186049.39,Online,45091,Car Loan,92906.03,853,Credit,No,Yes,2015,76
105349,Pune,Faridabad,Female,47,Salaried,Salary,249162.02,505349,Transfer,47114.53,Mobile App,44889,None,188875.3,710,Debit,Yes,Yes,2008,96
105350,Mumbai,Noida,Male,55,Self-Employed,Savings,443047.76,505350,Withdrawal,115479.46,Online,45096,Home Loan,1548926.82,827,None,No,Yes,2023,34
105351,Pune,Gurgaon,Female,60,Salaried,Salary,332562.75,505351,Deposit,59640.85,Mobile App,45360,None,918084.85,762,None,Yes,No,2005,50
105352,Bangalore,Bangalore,Male,19,Retired,Current,145027.88,505352,Deposit,131673.94,Branch,44944,Personal Loan,1310778.84,730,Credit,Yes,No,2023,113
105353,Chennai,Pune,Female,57,Business,Savings,22766.37,505353,Transfer,140280.2,Mobile App,45222,Car Loan,1109203.08,832,Credit,No,Yes,2020,4
105354,Mumbai,Delhi,Female,39,Salaried,Savings,379907.68,505354,Deposit,14953.86,Branch,45227,None,387699.83,683,Credit,Yes,No,2022,55
